category	document	label
society	"“활로 동생 쏜 가해자, 다신 활 못 잡게 해달라”…친형의 호소"	3
society	[단독] 부산 무연고 사망 10명 중 7명 ‘연고’ 있었다	3
society	"[단독] 죽음마저 홀로, 빈소 없이 ‘처리’… 제대로 눈감지 못하는 이들"	3
society	[부고] 고춘조(울릉경찰서 경무과장)씨 모친상	3
society	[부고]신한균 NPO법기도자 이사장 모친상	3
society	[속보] 경남 의령서 경비행기 추락 화재 2명 사망	3
society	[포토] 횡단보도 덮친 트레일러 행인 3명 사망 등 12명 사상	3
society	100년 만의 ‘최악 홍수’ 독일 벨기에서 120여명 사망	3
society	100세 신학자 혜암 이장식 한신대 명예교수 별세	3
society	"‘20대 배달원 다리절단’ 만취 뺑소니 30대, 징역 4년 불복 항소"	2
society	‘5·18 민주화운동’ ‘지하철 참사’ 등 아픈 역사까지 조롱	2
society	‘가스라이팅’ 후 인분까지 먹여…내연남 딸 때린 50대女	2
society	‘가짜 경유’ 2000만 리터 팔아치운 수입사 대표 2심도 실형	2
society	"‘라임 돌려막기’ 가담 연예기획사 대표, 징역 4년 확정"	2
society	‘라임펀드 돌려막기 가담' 연예기획사 대표 징역 4년 확정	2
society	"‘문 안 잠근 차만 골랐다’… 상습절도 행각 40대, 징역 2년"	2
society	‘박원순 피해자 신상공개’ 40대 주부에 징역 1년 구형	2
society	‘상사가 아내 성폭행’ 청원…그녀의 “알라븅” 카톡은 진짜였다	2
society	‘쇼트트랙 선수 성폭행’ 조재범 항소심 징역 20년 구형	2
society	"‘승부조작 혐의’ 전 프로야구 투수 윤성환, 징역 2년 구형"	2
society	"‘전설의 복서’ 장정구, 택시기사 폭행 혐의로 입건"	2
society	"‘전설적 복서’ 장정구, 택시기사 폭행 혐의로 입건"	2
society	‘제주 변호사 살인사건’ 피의자 구속	2
society	‘허락 없이 왜 앉아’…자리 다툼에 흉기 휘두른 50대 남성 구속	2
society	‘환불 사태’ 머지플러스 3명 입건…전 대기업 임원까지	2
society	"‘횡령·배임 혐의’ 최신원, 보석 기각…“증거인멸 우려”"	2
society	"""공소시효 끝난 줄 알고""…22년 전 살인 교사 '그알'서 자백"	2
society	"""女하사 자는 모습 찍고 돌려봐"" 육군도 성추행 극단선택 시도"	2
society	"""녹조 독소 마이크로시스틴 낙동강·금강에서 고농도로 검출돼"""	2
society	"""만취해 아내로 착각"" 이웃집 10대 성추행한 20대 男… 징역 4년 선고"	2
society	"""먹는물 생산하는 데로 녹조가..."" 낙동강·금강서 '독성' 남세균 검출"	2
society	"""사귀는 것 왜 알려"" 여친 사망 이르게 한 남성…경찰 입건"	2
society	"""죽이겠다"" 배달 중 다른 배달원과 시비 붙자 흉기 들고 협박한 20대 실형"	2
society	“2원이 200원 된다” 코인 사기 가담한 전직교수 징역 2년	2
society	“30년전 이혼 아내 전화해달라”…병원서 난동 50대 징역 1년 6개월	2
society	"“게임 그만해” 꾸중에 부친 찌른 아들, ‘아버지 용서’에 감형"	2
society	“그는 남자 꽃뱀… 가스라이팅 당했다” 아이돌 전 여친의 폭로	2
society	"“김연경 비공개 사진, 팬클럽 출신 코디가 사적 용도로 유출” 폭로"	2
society	“낙태했는데 아기가 계속 뱃속에…병원은 인체실험하듯 한번 더”	2
society	“높은 전파력 입증”…최근 1주일 델타 변이 검출률 89.6%	2
society	“딸아이 귀에서 갤럭시버즈 폭발” 주장…삼성 “진위 확인 중”	2
society	“시끄럽다” “조용히 했다”…층간소음 1년 시비끝에 결국 ‘흉기난동’	2
society	"“음란행위 영상 뿌린다” 남자 33명 협박한 ‘몸캠 피싱’ 공갈단, 징역형"	2
society	“일주일 전 친구와 싸웠는데 숨졌다” 40대 경찰에 자수	2
society	“입시비리 전부 유죄” …검찰 '정경심 징역 4년' 불복·상고	2
society	"“죽일 거야” 협성대 총장, 교직원 폭언?폭행 혐의로 경찰 수사"	2
society	“지인에게 뿌리겠다”…몸캠피싱 조직 인출책 징역 2년	2
society	“지인에게 영상 뿌리겠다” 몸캠피싱 공갈단 인출책 징역형	2
society	“쫒기고 있다” 112신고…알고 보니 모텔서 필로폰 투약	2
society	[경남] '돌파감염' 106건 추정 ... 18일 오후 신규 68명	2
society	"[경남] ""확산세 완전히 안 꺾여""... 23일 69명 확진"	2
society	[경남] 22일 확진자 54명 발생 ... 8월 전체 2157명	2
society	[경남] 기존 확진자 접촉에 '창녕 집단감염' 등 확산세	2
society	[경남] 주말사이 확진자 4명 사망... 도민 과반 백신 1차접종	2
society	[경북] 요양병원 등 확진 급증... 작년3월 이후 첫 100명 대	2
society	[단독]'머지포인트 혐의' 권강현 前삼성전자 전무 경찰 입건	2
society	[단독]'성추행 혐의' 방송대 전국총학생회장 기소…회장직 박탈 전망	2
society	"[속보] ""델타 감염자 바이러스 배출, 비변이 감염자의 최고 300배 이상"""	2
society	[속보] 5일간 전국 학생 722명 코로나19 확진…일평균 144명	2
society	[속보] 내일 일주만에 2000명대···오후 9시 1995명 확진	2
society	"[속보] 당국 ""7월 이후 음식점-카페 집단감염 38건 발생, 930명 확진"""	2
society	[속보] 부산 신규 확진 137명… 해운대 체육시설서 무더기 감염	2
society	"[속보] 어제보다 171명↑ 확진자 폭증, 오후 6시 1561명…2000명대 나올 수도"	2
society	"[속보] 오후 6시 1526명 확진, 내일도 2000명↑…어제보다 35명↓"	2
society	[속보] 오후 6시 전국 1527명 확진…내일도 2000명 안팎 예상	2
society	"[속보] 오후 6시까지 1천561명, 어제보다 171명↑…내일 2천명 육박할수도"	2
society	[속보] 오후 6시까지 전국 1171명 확진	2
society	"[속보] 울산 20대 여성, 연인 흉기로 찌른 뒤 투신 사망…해당 남성 숨져"	2
society	[속보]코로나 신규 확진 1628명…47일째 네자릿수	2
society	[영상]시흥서 시속 100km 차 지붕에 매달려 위험천만 질주	2
society	1살 아들 지켜보는데 만삭인 아내 폭행한 30대 남성 집행유예	2
society	20대 배달원 다리 절단 사고 '만취 역주행' 운전자 징역 4년	2
society	"22년 미제' 제주 변호사 살인사건 피의자, 살인교사 혐의로 구속"	2
society	23살 배달원 다리 절단…만취 역주행 운전자는 징역 4년	2
society	"‘문화도시’ 영도, 부산 첫 ‘고유 글꼴’ 개발"	1
society	[경남 고성] 불법 폐기물 단속에 '드론' 활용	1
society	"[속보] 모더나 101만 회분 내일 도착…""추석전 1차접종 목표 달성 가능"""	1
society	2020년까지 공공부문 온실가스 배출량 30% 감축' 목표 달성	1
society	"경남도농업기술원-서울대, 약용식물 개발과 그린 바이오 발전에 힘 모은다."	1
society	"고양시, SK텔레콤과 손 잡고 '드론산업' 띄운다"	1
society	"광양제철소, 34년 만에 내수·수출 5억 톤 달성"	1
society	"광양제철소, 고로 '클린 안전밸브' 배출 시험 가동 성공"	1
society	동서대 김성은 씨 경북도재해예방영상공모전 대상	1
society	"미꾸라지,연,토하새우'...친환경 순환농법이 만든 성공"	1
society	"바닷물을 먹는 물로…울산과기원, 태양열 이용한 담수화 장치 개발"	1
society	"부산 남구, 2021년 지방세 징수 및 운영실적 종합평가 '우수기관' 선정"	1
society	"부산 NH농협은행 대연동지점, 농협 최고 영예 ‘총화상’ 수상"	1
society	부산소방! 2021년 봄철 화재예방대책 전국 1위 달성	1
society	"삼성重, 차세대 ‘암모니아 연료 추진선’ 상용화 앞당긴다"	1
society	"삼성重, LNG 운반선 2척 4600억 수주…목표 78% 달성"	1
society	"삼표그룹 ""2050년까지 탄소 배출 '제로' 달성"""	1
society	"안철수 딸 안설희씨, 코로나 인체 침투 열쇠 찾았다"	1
society	야산서 길 잃은 조난객 찾아낸 ‘드론’…하루에 2명 연달아 구조	1
society	"양산시, 유동인구 통계 자동 산출되는 딥러닝 모델 개발"	1
society	에스씨엠생명과학 특허권 취득	1
society	"영남대, 글로벌 캡스톤 디자인 대회 개최…‘충전양산’ 대상 수상"	1
society	"영양고추유통공사, 빛깔찬 고춧가루 싱가포르 첫 수출"	1
society	"한국조선해양, 머스크와 메탄올 추진선 계약 韓 조선, 친환경 선박 시장서 존재감↑"	1
society	합병증 걱정없는 전립선암 시술 전기자극으로 암세포만 타격	1
society	행안부 소통협력공간 브랜드 '커먼즈필드' 레드닷 어워드 수상	1
society	EDGC 특허권 취득	1
society	살 잘 찌는 부위도 ‘남녀유별’? 여성 맞춤형 지방흡입 기술 개발	1
society	"서울대병원, 탈모 억제 모발 성장 촉진하는 'APN5 펩타이드' 개발"	1
society	"소리 없는 시력 도둑' 녹내장, 86% 정확히 진단하는 AI 개발"	1
society	"‘마약옥수수빵’ 삼송빵집, 코로나19에도 빵 기부 계속"	0
society	"‘우리대구 사회백신’ 캠페인 7914명 참여, 14억 모금"	0
society	‘우주여행 돈잔치’ 비판 탓? 베이조스 또 2300억 기부	0
society	"‘탁구 신동’ 신유빈, 어린이 환자 위해 8000만원 기부"	0
society	‘통크게’ 약속지킨 김종국 유튜브 수익 7000만원 기부	0
society	"""루마니아, 한국에 유통기한 임박 모더나 45만회분 기부"""	0
society	"""아빠 보고계시죠?"" 천안함 용사 딸, 해군장교의 길로…장학생 선발"	0
society	"“백신혁신센터 설립” 정몽구, 100억 통큰 기부"	0
society	“우리 마을은 우리 손으로~” 초량3동 행복한 나무심기	0
society	"“지역 인재 자양분 되길” 형남순 백제CC회장, 충남대에 1억원 기부"	0
society	“홀로 남은 천안함 전사자 아들 돕고 싶다” 이어진 기부 행렬	0
society	"㈜클라우드스토리, 부산 중구 코로나19 예방 생활방역 자원봉사 실시"	0
society	"[김해] ""생명을 살린 29명 영웅을 소개합니다"""	0
society	"[단독] ‘머리 위 송전탑’ 기장 상곡마을 주민들, 손배소 최종 승소"	0
society	"[창원] 선박 침수에 빠른 신고로, 인명피해 막아"	0
society	"[포토] 홈플러스, LG전자와 ‘착한 소비 기부 행사’"	0
society	1000만원대 보이스피싱 예방한 은행원에 경찰서장 표창장	0
society	가난 속에 모은 1000만원 기부 “신장이식 도움으로 얻은 새 생명 은혜 갚고 싶다”	0
society	"가수 임영웅 팬클럽과 최병부 삼정ENW 회장, 창원시 의료진 위해 간식 기부"	0
society	"가수 전유진, 취약계층 식비 지원 기부에 동참"	0
society	"강동동 중곡마을 주민, 취약계층 선풍기 전달"	0
society	거제시민 90.2% 재난지원금 25만원씩 받는다	0
society	"경기도, 판교TV 인프라 활용해 AI 혁신제품 실증 지원"	0
society	"경북 나눔 캠페인, 청년들에게 희망"	0
society	"경주시, 모든 시민에 코로나19 특별지원금 지급한다"	0
society	"고신대학교 간호대 1기 이영희 권사, 고신대학교에 교육환경 개선을 위한 부동산 기증 약정"	0
society	"고양시, 저소득층에 국민지원금 10만원씩 추가 지급"	0
society	광양제철소 ‘희망의 쌀’ 1590 포대 기부	0
society	구세군 ‘지쿠터는 온정을 싣고’ 캠페인 기부금 전달받아	0
society	"국민연금, 김포시와 10인미만 사업장 연금보험료 지원"	0
